RotationX,RotationY,RotationZ,PositionX,PositionY,PositionZ,Button Pressed,Frame,TimeFromStart,TimeInTrial,Block,Trial,Scene,Condition,IsTrial,IsWait
0.3506401,-0.1199566,-0.1232733,-0.01369979,1.023436,0.02524743,0,2720,1.239999,0,-1,-20,Begin 1,0,0,1
0.3506401,-0.1199566,-0.1232733,-0.01369979,1.023436,0.02524743,0,2720,1.259999,0,-1,-20,Begin 1,0,0,1
0.3506401,-0.1199566,-0.1232733,-0.01369979,1.023436,0.02524743,0,2720,1.279999,0,-1,-20,Begin 1,0,0,1
0.320578,-0.09414062,-0.07977212,-0.03988738,1.003622,0.01370868,0,2721,1.299999,0,-1,-20,Begin 1,0,0,1
0.320578,-0.09414062,-0.07977212,-0.03988738,1.003622,0.01370868,0,2721,1.319999,0,-1,-20,Begin 1,0,0,1
0.320578,-0.09414062,-0.07977212,-0.03988738,1.003622,0.01370868,0,2721,1.339999,0,-1,-20,Begin 1,0,0,1
0.320578,-0.09414062,-0.07977212,-0.03988738,1.003622,0.01370868,0,2721,1.359999,0,-1,-20,Begin 1,0,0,1
0.320578,-0.09414062,-0.07977212,-0.03988738,1.003622,0.01370868,0,2721,1.379999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.399999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.419999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.439999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.459999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.479999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.499999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.519999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.539999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.559999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.579999,0,-1,-20,Begin 1,0,0,1
0.279982,-0.09586192,-0.04099927,-0.0445971,1.006984,0.0273093,0,2722,1.599999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.619999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.639999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.659999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.679999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.699999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.719999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.739999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.759999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.779999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.799999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.819999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.839999,0,-1,-20,Begin 1,0,0,1
0.1332215,-0.1389403,0.03691905,0.01284936,0.9909214,0.06566647,1,2723,1.859999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,1.879999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,1.899999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,1.919999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,1.939999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,1.959999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,1.979999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,1.999999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,2.019999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,2.039999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,2.059999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,2.079999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,2.099999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,2.119999,0,-1,-20,Begin 1,0,0,1
-0.03846739,0.05397005,0.005356603,0.08916241,0.8741973,0.2490549,0,2724,2.139999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.159999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.179999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.199999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.219999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.239999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.259999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.279999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.299999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.319999,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.339998,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.359998,0,-1,-20,Begin 1,0,0,1
-0.04342978,0.278223,-0.04648549,0.05059283,0.8260473,0.2401629,0,2725,2.379998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.399998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.419998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.439998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.459998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.479998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.499998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.519998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.539998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.559998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.579998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.599998,0,-1,-20,Begin 1,0,0,1
-0.07523474,0.2441983,-0.02713676,0.04898318,0.8031914,0.2584744,0,2726,2.619998,0,-1,-20,Begin 1,0,0,1
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.639998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.659998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.679998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.699998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.719998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.739998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.759998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.779998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.799998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.819998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.839998,0,-1,-20,Begin 1,0,0,0
-0.05390455,0.2193113,0.02735176,0.06111756,0.8068882,10.25866,0,2727,2.859998,0,-1,-20,Begin 1,0,0,0
-0.1249298,0.2862642,-0.003364873,0.05277966,0.7968226,10.25515,0,2729,2.879998,0,0,-20,22,0,0,0
-0.1361196,0.3135368,-0.060117,0.04309686,0.7892301,10.2506,0,2730,2.899998,0,0,-20,22,0,0,0
-0.1361196,0.3135368,-0.060117,0.04309686,0.7892301,10.2506,0,2730,2.919998,0,0,-20,22,0,0,0
-0.1361196,0.3135368,-0.060117,0.04309686,0.7892301,10.2506,0,2730,2.939998,0,0,-20,22,0,0,0
-0.1361196,0.3135368,-0.060117,0.04309686,0.7892301,10.2506,0,2730,2.959998,0,0,-20,22,0,0,0
-0.1361196,0.3135368,-0.060117,0.04309686,0.7892301,10.2506,0,2730,2.979998,0,0,-20,22,0,0,0
-0.1361196,0.3135368,-0.060117,0.04309686,0.7892301,10.2506,0,2730,2.999998,0,0,-20,22,0,0,0
-0.1361196,0.3135368,-0.060117,0.04309686,0.7892301,10.2506,0,2730,3.019998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.039998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.059998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.079998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.099998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.119998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.139998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.159998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.179998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.199998,0,0,-20,22,0,0,0
-0.1220328,0.3099795,-0.06016177,0.0427672,0.7902275,10.2483,0,2731,3.219998,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.239998,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.259998,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.279998,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.299998,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.319998,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.339998,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.359998,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.379997,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.399997,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.419997,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.439997,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.459997,0,0,-20,22,0,0,0
-0.1159097,0.3014918,-0.0473489,0.04451851,0.7950392,10.24868,0,2732,3.479997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.499997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.519997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.539997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.559997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.579997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.599997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.619997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.639997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.659997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.679997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.699997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.719997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.739997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.759997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.779997,0,0,-20,22,0,0,0
-0.1049117,0.282522,-0.05598631,0.0444948,0.7935305,10.25055,0,2733,3.799997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.819997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.839997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.859997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.879997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.899997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.919997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.939997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.959997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.979997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,3.999997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,4.019997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,4.039997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,4.059997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,4.079997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,4.099997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,4.119997,0,0,-20,22,0,0,0
-0.1122408,0.276022,-0.0529584,0.04628649,0.7928171,10.25106,0,2734,4.139997,0,0,-20,22,0,0,0
-0.1188424,0.2635121,-0.05140755,0.04883755,0.7918354,10.25138,0,2735,4.159997,0,0,-20,22,0,0,0
-0.1188424,0.2635121,-0.05140755,0.04883755,0.7918354,10.25138,0,2735,4.179997,0,0,-20,22,0,0,0
-0.1188424,0.2635121,-0.05140755,0.04883755,0.7918354,10.25138,0,2735,4.199997,0,0,-20,22,0,0,0
-0.1188424,0.2635121,-0.05140755,0.04883755,0.7918354,10.25138,0,2735,4.219997,0,0,-20,22,0,0,0
-0.1188424,0.2635121,-0.05140755,0.04883755,0.7918354,10.25138,0,2735,4.239997,0,0,-20,22,0,0,0
