PositionY,PositionZ,Button Pressed,Block,Trial,Scene,IsTrial,IsWait
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,Begin 1,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,0,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.5588543,0.9,0,1,-20,22,1,0
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,17,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
-0.3856484,0.8,0,1,-18,21,0,1
