RotationX,RotationY,RotationZ,PositionX,PositionY,PositionZ,Frame,TimeFromStart,TimeInTrial,Block,Trial,Scene,Condition,IsTrial,IsWait
0,0,0,0,0.01,0,5881,1.499999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5882,1.519999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5884,1.539999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5885,1.559999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5886,1.579999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5888,1.599999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5889,1.619999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5891,1.639999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5892,1.659999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5893,1.679999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5895,1.699999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5897,1.719999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5898,1.739999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5900,1.759999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5901,1.779999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5903,1.799999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5904,1.819999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5905,1.839999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5907,1.859999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5908,1.879999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5910,1.899999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5911,1.919999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5913,1.939999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5914,1.959999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5916,1.979999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5918,1.999999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5919,2.019999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5921,2.039999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5922,2.059999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5924,2.079999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5926,2.099999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5927,2.119999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5929,2.139999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5930,2.159999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5931,2.179999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5933,2.199999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5935,2.219999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5937,2.239999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5938,2.259999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5939,2.279999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5941,2.299999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5943,2.319999,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5944,2.339998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5946,2.359998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5947,2.379998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5949,2.399998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5950,2.419998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5952,2.439998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5953,2.459998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5955,2.479998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5956,2.499998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5958,2.519998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5959,2.539998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5961,2.559998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5962,2.579998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5964,2.599998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5966,2.619998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5967,2.639998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5969,2.659998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5970,2.679998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5971,2.699998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5973,2.719998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5974,2.739998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5975,2.759998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5976,2.779998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5978,2.799998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5979,2.819998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5980,2.839998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5981,2.859998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5983,2.879998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5984,2.899998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5986,2.919998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5987,2.939998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5989,2.959998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5990,2.979998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5992,2.999998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5993,3.019998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5995,3.039998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5996,3.059998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5998,3.079998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,5999,3.099998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6001,3.119998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6002,3.139998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6004,3.159998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6005,3.179998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6007,3.199998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6009,3.219998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6010,3.239998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6012,3.259998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6013,3.279998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6015,3.299998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6017,3.319998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6018,3.339998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6020,3.359998,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6021,3.379997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6023,3.399997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6025,3.419997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6026,3.439997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6028,3.459997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6030,3.479997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6031,3.499997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6033,3.519997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6034,3.539997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6035,3.559997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6037,3.579997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6039,3.599997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6040,3.619997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6042,3.639997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6043,3.659997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6045,3.679997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6046,3.699997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6048,3.719997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6049,3.739997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6051,3.759997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6052,3.779997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6054,3.799997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6055,3.819997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6056,3.839997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6058,3.859997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6059,3.879997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6061,3.899997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6062,3.919997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6063,3.939997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6065,3.959997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6066,3.979997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6068,3.999997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6069,4.019997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6070,4.039997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6071,4.059997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6072,4.079997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6073,4.099997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6074,4.119997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6075,4.139997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6077,4.159997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6078,4.179997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6079,4.199997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6081,4.219997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6082,4.239997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6084,4.259997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6085,4.279997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6087,4.299997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6088,4.319997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6089,4.339997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6090,4.359997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6092,4.379997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6093,4.399997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6095,4.419997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6096,4.439997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6098,4.459997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6100,4.479997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6101,4.499997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6103,4.519997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6104,4.539997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6105,4.559997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6107,4.579997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6108,4.599997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6109,4.619997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6111,4.639997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6112,4.659997,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6114,4.679996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6115,4.699996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6117,4.719996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6118,4.739996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6120,4.759996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6121,4.779996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6123,4.799996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6125,4.819996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6126,4.839996,0,-1,-20,Begin 1,0,0,1
0,0,0,0,0.01,0,6127,4.859996,0,-1,-20,Begin 1,0,0,1
0.004373956,0.001431969,-0.06433027,-0.009483786,0.8064145,0.0002135187,6129,4.879996,0,-1,-20,Begin 1,0,0,1
0.00423873,0.001405657,-0.06380112,-0.009406075,0.8064026,0.0002352406,6130,4.899996,0,-1,-20,Begin 1,0,0,1
0.00412161,0.001481784,-0.06333846,-0.009328418,0.8063831,0.0002592865,6131,4.919996,0,-1,-20,Begin 1,0,0,1
0.004193617,0.001419443,-0.06344217,-0.009329814,0.8063899,0.0002516376,6132,4.939996,0,-1,-20,Begin 1,0,0,1
0.004411784,0.001425108,-0.06402931,-0.009415619,0.8064111,0.0002201521,6133,4.959996,0,-1,-20,Begin 1,0,0,1
0.004481618,0.001408278,-0.06456936,-0.009494903,0.8064216,0.0002017581,6134,4.979996,0,-1,-20,Begin 1,0,0,1
0.004700717,0.001368892,-0.06488745,-0.009546507,0.8064486,0.0001708086,6136,4.999996,0,-1,-20,Begin 1,0,0,1
0.004742462,0.001376281,-0.06491352,-0.009554294,0.806447,0.0001706389,6137,5.019996,0,-1,-20,Begin 1,0,0,1
0.004744214,0.001342744,-0.06488563,-0.009548668,0.8064497,0.000169585,6138,5.039996,0,-1,-20,Begin 1,0,0,1
0.004559827,0.001318634,-0.0644737,-0.009483848,0.8064379,0.0001902405,6140,5.059996,0,-1,-20,Begin 1,0,0,1
0.004453431,0.001333327,-0.06402015,-0.009414693,0.8064275,0.000207971,6141,5.079996,0,-1,-20,Begin 1,0,0,1
0.004309207,0.001316195,-0.06356181,-0.009341542,0.8064156,0.0002284293,6143,5.099996,0,-1,-20,Begin 1,0,0,1
0.004186242,0.001285617,-0.06339499,-0.009308144,0.8063996,0.000247222,6144,5.119996,0,-1,-20,Begin 1,0,0,1
0.004319797,0.00133349,-0.06358693,-0.009338867,0.806413,0.0002293901,6146,5.139996,0,-1,-20,Begin 1,0,0,1
0.004421822,0.001353519,-0.06391221,-0.009386102,0.8064219,0.0002143253,6147,5.159996,0,-1,-20,Begin 1,0,0,1
0.004581633,0.001286407,-0.06464117,-0.009476924,0.8064358,0.0001890784,6149,5.179996,0,-1,-20,Begin 1,0,0,1
0.004653012,0.001299428,-0.06480627,-0.009521737,0.8064436,0.0001784738,6150,5.199996,0,-1,-20,Begin 1,0,0,1
0.004692294,0.001252564,-0.06479307,-0.009518698,0.8064527,0.000171397,6152,5.219996,0,-1,-20,Begin 1,0,0,1
0.004567137,0.001313776,-0.06445429,-0.009474277,0.8064421,0.0001869478,6154,5.239996,0,-1,-20,Begin 1,0,0,1
0.004436356,0.001256752,-0.06403896,-0.009417823,0.8064269,0.0002100964,6155,5.259996,0,-1,-20,Begin 1,0,0,1
0.004285171,0.001284462,-0.06360499,-0.009346359,0.8064184,0.0002266187,6156,5.279996,0,-1,-20,Begin 1,0,0,1
0.004179005,0.001265246,-0.06324904,-0.009288182,0.8064002,0.0002496175,6157,5.299996,0,-1,-20,Begin 1,0,0,1
0.004179568,0.001250398,-0.06329731,-0.009278548,0.8064019,0.0002475019,6159,5.319996,0,-1,-20,Begin 1,0,0,1
0.004331101,0.001267597,-0.06363761,-0.009336405,0.8064142,0.0002286296,6161,5.339996,0,-1,-20,Begin 1,0,0,1
0.004447016,0.00125687,-0.06401016,-0.00938805,0.8064237,0.0002126428,6162,5.359996,0,-1,-20,Begin 1,0,0,1
0.004586316,0.001285025,-0.064509,-0.009473779,0.8064398,0.000188054,6163,5.379996,0,-1,-20,Begin 1,0,0,1
0.004641372,0.00128946,-0.0646562,-0.009499691,0.8064463,0.0001791365,6165,5.399996,0,-1,-20,Begin 1,0,0,1
0.004609918,0.001304218,-0.06450591,-0.009481853,0.8064428,0.0001848558,6166,5.419996,0,-1,-20,Begin 1,0,0,1
0.004479495,0.00130376,-0.06427371,-0.009445887,0.8064283,0.0002032769,6167,5.439996,0,-1,-20,Begin 1,0,0,1
0.004371258,0.00129286,-0.06386083,-0.009391351,0.8064212,0.0002183332,6168,5.459996,0,-1,-20,Begin 1,0,0,1
0.004199686,0.001269738,-0.06342816,-0.009318357,0.8063992,0.0002471351,6169,5.479996,0,-1,-20,Begin 1,0,0,1
0.004192517,0.00132313,-0.06338737,-0.009309729,0.806398,0.0002477095,6170,5.499996,0,-1,-20,Begin 1,0,0,1
0.004268514,0.001312884,-0.06359898,-0.009334931,0.8064014,0.0002400925,6171,5.519996,0,-1,-20,Begin 1,0,0,1
0.004374373,0.001302131,-0.06387336,-0.00937424,0.8064122,0.0002248566,6172,5.539996,0,-1,-20,Begin 1,0,0,1
0.00447444,0.001299146,-0.06414777,-0.009419105,0.8064218,0.0002106079,6173,5.559996,0,-1,-20,Begin 1,0,0,1
0.004567771,0.001310992,-0.06442399,-0.009458129,0.8064314,0.0001961386,6174,5.579996,0,-1,-20,Begin 1,0,0,1
0.004625735,0.001302927,-0.0645711,-0.009488016,0.8064415,0.000184478,6175,5.599996,0,-1,-20,Begin 1,0,0,1
0.004621949,0.001287399,-0.06446491,-0.009480169,0.8064461,0.0001830258,6177,5.619996,0,-1,-20,Begin 1,0,0,1
0.004520212,0.001304722,-0.06419384,-0.009445097,0.8064384,0.0001955272,6178,5.639996,0,-1,-20,Begin 1,0,0,1
0.00439305,0.001333031,-0.06380232,-0.009385645,0.806427,0.0002132236,6179,5.659996,0,-1,-20,Begin 1,0,0,1
0.004295123,0.001346778,-0.06352304,-0.009336554,0.8064108,0.0002325434,6181,5.679996,0,-1,-20,Begin 1,0,0,1
0.004252437,0.001335267,-0.06347099,-0.009329513,0.8064098,0.0002354332,6182,5.699996,0,-1,-20,Begin 1,0,0,1
0.004287872,0.001359886,-0.06357827,-0.009337515,0.8064063,0.0002351509,6183,5.719995,0,-1,-20,Begin 1,0,0,1
0.00440212,0.001343618,-0.06393497,-0.009394042,0.80642,0.0002161836,6185,5.739995,0,-1,-20,Begin 1,0,0,1
0.004495329,0.001368856,-0.0643098,-0.009446397,0.8064277,0.0002013742,6186,5.759995,0,-1,-20,Begin 1,0,0,1
0.00455129,0.00136722,-0.06447319,-0.009482676,0.8064336,0.0001929556,6187,5.779995,0,-1,-20,Begin 1,0,0,1
0.004608599,0.001355483,-0.06448649,-0.009485943,0.8064368,0.0001891316,6188,5.799995,0,-1,-20,Begin 1,0,0,1
0.004554299,0.001352271,-0.06435356,-0.009466343,0.8064371,0.0001922681,6190,5.819995,0,-1,-20,Begin 1,0,0,1
0.004469726,0.001332233,-0.06406868,-0.009428306,0.8064309,0.0002042387,6191,5.839995,0,-1,-20,Begin 1,0,0,1
0.004381249,0.00132999,-0.06379942,-0.009387882,0.8064238,0.0002162565,6192,5.859995,0,-1,-20,Begin 1,0,0,1
0.004312519,0.001324181,-0.0636638,-0.009357909,0.8064127,0.0002288824,6193,5.879995,0,-1,-20,Begin 1,0,0,1
0.004339074,0.001342376,-0.06370097,-0.009361725,0.8064141,0.000226239,6195,5.899995,0,-1,-20,Begin 1,0,0,1
0.004390106,0.001366168,-0.06383846,-0.009379249,0.8064178,0.0002193701,6196,5.919995,0,-1,-20,Begin 1,0,0,1
